scan,method,floor,thresh,fg,count
Order_176,guarded_otsu->bg+8mad,0.35,53.7,0.0273,1141
Order_176,guarded_otsu->bg+8mad,0.25,53.7,0.0273,1141
Order_176,guarded_otsu->bg+8mad,0.2,53.7,0.0273,1141
Order_176,guarded_otsu->bg+8mad,0.15,53.7,0.0273,1141
Order_447,otsu,0.6,47.6,0.026,1290
Order_447,otsu,0.35,47.6,0.026,1358
Order_447,otsu,0.25,47.6,0.026,1395
Order_447,otsu,0.2,47.6,0.026,1412
Order_447,otsu,0.15,47.6,0.026,1440
Order_447,triangle,0.6,27.3,0.0298,1282
Order_447,triangle,0.35,27.3,0.0298,1336
Order_447,triangle,0.25,27.3,0.0298,1366
Order_447,triangle,0.2,27.3,0.0298,1385
Order_447,triangle,0.15,27.3,0.0298,1403
Order_447,yen,0.6,28.0,0.0297,1282
Order_447,yen,0.35,28.0,0.0297,1336
Order_447,yen,0.25,28.0,0.0297,1366
Order_447,yen,0.2,28.0,0.0297,1385
Order_447,yen,0.15,28.0,0.0297,1403
Order_447,fixed_62,0.6,62.0,0.0216,1254
Order_447,fixed_62,0.35,62.0,0.0216,1339
Order_447,fixed_62,0.25,62.0,0.0216,1380
Order_447,fixed_62,0.2,62.0,0.0216,1413
Order_447,fixed_62,0.15,62.0,0.0216,1442
Order_447,bg+6mad,0.6,37.5,0.0279,1289
Order_447,bg+6mad,0.35,37.5,0.0279,1351
Order_447,bg+6mad,0.25,37.5,0.0279,1381
Order_447,bg+6mad,0.2,37.5,0.0279,1401
Order_447,bg+6mad,0.15,37.5,0.0279,1419
Order_447,bg+8mad,0.6,43.4,0.0268,1295
Order_447,bg+8mad,0.35,43.4,0.0268,1360
Order_447,bg+8mad,0.25,43.4,0.0268,1391
Order_447,bg+8mad,0.2,43.4,0.0268,1409
Order_447,bg+8mad,0.15,43.4,0.0268,1429
Order_447,guarded_otsu->fixed_62,0.6,47.6,0.026,1290
Order_447,guarded_otsu->fixed_62,0.35,47.6,0.026,1358
Order_447,guarded_otsu->fixed_62,0.25,47.6,0.026,1395
Order_447,guarded_otsu->fixed_62,0.2,47.6,0.026,1412
Order_447,guarded_otsu->fixed_62,0.15,47.6,0.026,1440
Order_447,guarded_otsu->bg+8mad,0.6,47.6,0.026,1290
Order_447,guarded_otsu->bg+8mad,0.35,47.6,0.026,1358
Order_447,guarded_otsu->bg+8mad,0.25,47.6,0.026,1395
Order_447,guarded_otsu->bg+8mad,0.2,47.6,0.026,1412
Order_447,guarded_otsu->bg+8mad,0.15,47.6,0.026,1440
Order_229,otsu,0.6,48.0,0.0254,1007
Order_229,otsu,0.35,48.0,0.0254,1008
Order_229,otsu,0.25,48.0,0.0254,1010
Order_229,otsu,0.2,48.0,0.0254,1010
Order_229,otsu,0.15,48.0,0.0254,1012
Order_229,triangle,0.6,26.7,0.029,944
Order_229,triangle,0.35,26.7,0.029,945
Order_229,triangle,0.25,26.7,0.029,946
Order_229,triangle,0.2,26.7,0.029,947
Order_229,triangle,0.15,26.7,0.029,949
Order_229,yen,0.6,26.1,0.0292,937
Order_229,yen,0.35,26.1,0.0292,938
Order_229,yen,0.25,26.1,0.0292,939
Order_229,yen,0.2,26.1,0.0292,940
Order_229,yen,0.15,26.1,0.0292,943
Order_229,fixed_62,0.6,62.0,0.0214,1024
Order_229,fixed_62,0.35,62.0,0.0214,1036
Order_229,fixed_62,0.25,62.0,0.0214,1036
Order_229,fixed_62,0.2,62.0,0.0214,1036
Order_229,fixed_62,0.15,62.0,0.0214,1037
Order_229,bg+6mad,0.6,33.8,0.0277,972
Order_229,bg+6mad,0.35,33.8,0.0277,973
Order_229,bg+6mad,0.25,33.8,0.0277,973
Order_229,bg+6mad,0.2,33.8,0.0277,974
Order_229,bg+6mad,0.15,33.8,0.0277,974
Order_229,bg+8mad,0.6,38.8,0.0269,985
Order_229,bg+8mad,0.35,38.8,0.0269,986
Order_229,bg+8mad,0.25,38.8,0.0269,986
Order_229,bg+8mad,0.2,38.8,0.0269,987
Order_229,bg+8mad,0.15,38.8,0.0269,987
Order_229,guarded_otsu->fixed_62,0.6,48.0,0.0254,1007
Order_229,guarded_otsu->fixed_62,0.35,48.0,0.0254,1008
Order_229,guarded_otsu->fixed_62,0.25,48.0,0.0254,1010
Order_229,guarded_otsu->fixed_62,0.2,48.0,0.0254,1010
Order_229,guarded_otsu->fixed_62,0.15,48.0,0.0254,1012
Order_229,guarded_otsu->bg+8mad,0.6,48.0,0.0254,1007
Order_229,guarded_otsu->bg+8mad,0.35,48.0,0.0254,1008
Order_229,guarded_otsu->bg+8mad,0.25,48.0,0.0254,1010
Order_229,guarded_otsu->bg+8mad,0.2,48.0,0.0254,1010
Order_229,guarded_otsu->bg+8mad,0.15,48.0,0.0254,1012
Order_157,otsu,0.6,47.6,0.0239,1045
Order_157,otsu,0.35,47.6,0.0239,1055
Order_157,otsu,0.25,47.6,0.0239,1062
Order_157,otsu,0.2,47.6,0.0239,1063
Order_157,otsu,0.15,47.6,0.0239,1067
Order_157,triangle,0.6,26.8,0.0274,973
Order_157,triangle,0.35,26.8,0.0274,983
Order_157,triangle,0.25,26.8,0.0274,989
Order_157,triangle,0.2,26.8,0.0274,991
Order_157,triangle,0.15,26.8,0.0274,1000
Order_157,yen,0.6,26.1,0.0276,967
Order_157,yen,0.35,26.1,0.0276,976
Order_157,yen,0.25,26.1,0.0276,982
Order_157,yen,0.2,26.1,0.0276,987
Order_157,yen,0.15,26.1,0.0276,996
Order_157,fixed_62,0.6,62.0,0.02,1050
Order_157,fixed_62,0.35,62.0,0.02,1088
Order_157,fixed_62,0.25,62.0,0.02,1103
Order_157,fixed_62,0.2,62.0,0.02,1111
Order_157,fixed_62,0.15,62.0,0.02,1116
Order_157,bg+6mad,0.6,37.1,0.0256,1016
Order_157,bg+6mad,0.35,37.1,0.0256,1027
Order_157,bg+6mad,0.25,37.1,0.0256,1029
Order_157,bg+6mad,0.2,37.1,0.0256,1034
Order_157,bg+6mad,0.15,37.1,0.0256,1038
Order_157,bg+8mad,0.6,43.1,0.0246,1033
Order_157,bg+8mad,0.35,43.1,0.0246,1041
Order_157,bg+8mad,0.25,43.1,0.0246,1046
Order_157,bg+8mad,0.2,43.1,0.0246,1047
Order_157,bg+8mad,0.15,43.1,0.0246,1053
Order_157,guarded_otsu->fixed_62,0.6,47.6,0.0239,1045
Order_157,guarded_otsu->fixed_62,0.35,47.6,0.0239,1055
Order_157,guarded_otsu->fixed_62,0.25,47.6,0.0239,1062
Order_157,guarded_otsu->fixed_62,0.2,47.6,0.0239,1063
Order_157,guarded_otsu->fixed_62,0.15,47.6,0.0239,1067
Order_157,guarded_otsu->bg+8mad,0.6,47.6,0.0239,1045
Order_157,guarded_otsu->bg+8mad,0.35,47.6,0.0239,1055
Order_157,guarded_otsu->bg+8mad,0.25,47.6,0.0239,1062
Order_157,guarded_otsu->bg+8mad,0.2,47.6,0.0239,1063
Order_157,guarded_otsu->bg+8mad,0.15,47.6,0.0239,1067
